titulo,descripcion,precio,nro_ambientes,nro_banios,area_m2,latitud,longitud,estado,detalles,enlace
"DEPARTAMENTO EN VENTA, COTA COTA","Cota Cota, La Paz - Departamento en Venta","$us. 107,900",2.0,2.0,102.0,-16.541842,-68.066032,Disponible,"COMPRA ESTE DEPARTAMENTO EN COTA COTA **TIPO DE CAMBIO 6.97** UBICACIÓN: Calle 28 SUPERFICIE CONSTRUIDA: 102 M2 PRECIO: (OFERTABLE) $us. 107.900 **TIPO DE CAMBIO 6.97** CARACTERÍSTICAS: Cómodo departamento distribuido de la siguiente manera: PLANTA BAJA Amplio Living comedor Cocina americana con mesones, cajonería alta y baja. Lavandería Dos Dormitorios (Uno en suite) Baño completo",https://www.ultracasas.com/inmueble/departamento-en-venta-cota-cota-departamento-en-venta-cota-la-paz-1053413
"OFICINA EN VENTA, AV. 16 DE JULIO (PRADO)","Centro, La Paz - Oficina en Venta","$us. 184,000",5.0,2.0,122.0,-16.500656,-68.133301,Disponible,"COMPRA TU OFICINA EN AV. 16 DE JULIO (PRADO) **TIPO DE CAMBIO OFICIAL** Hermosa, amplia, iluminada y elegante oficina en Piso 8 con inmejorable ubicación. UBICACIÓN: Av.16 de julio, prado SUPERFICIE: 122m2 PRECIO: Oficina $us. 184.000 CARACTERÍSTICAS: Ingreso desde Ascensor , en edificio corporativo y comercial con cámaras de vigilancia y portería, distribuido de la siguiente manera: 5 ambientes 2 baños",https://www.ultracasas.com/inmueble/oficina-en-venta-centro-oficina-en-venta-av-16-de-julio-la-paz-1051850
,,,,,,,,Disponible,,
"DEPARTAMENTO AMOBLADO EN ALQUILER, CALACOTO CALLE 25","Calacoto, La Paz - Departamento en Alquiler","Bs. 3,500",1.0,1.0,64.0,-16.538921,-68.07328,Disponible,"🔑 Alquiler DEPARTAMENTO de un Dormitorio Amoblado – Zona Sur 📍 25 de Calacoto, lado Costanera Un espacio moderno y funcional para vivir con estilo: 🛏️ Dormitorio | 🛁 Baño completo 🍽️ Cocina americana | 🛋️ Sala acogedora 🧼 Lavandería | 🔌 Gas domiciliario | 🚘 Parqueo 🏡 Áreas comunes de primer nivel: 🥂 2 salones sociales 🍖 3 parrilleros 👨‍👩‍👧‍👦 Parque infantil 💰 Bs 3500 (incluye expensas 📞 ¡Contáctanos hoy y descubre tu nuevo hogar!",https://www.ultracasas.com/inmueble/departamento-en-alquiler-calacoto-departamento-amoblado-en-la-paz-1053895
"CASA EN ALQUILER, LA BARQUETA ACHUMANI","Achumani, La Paz - Casa en Alquiler","Bs. 12,000",3.0,6.0,400.0,-16.521067,-68.064873,Disponible,"Alquila esta casa en La Barqueta muy espaciosa, acogedora, cómoda y soleada, con la siguiente distribución: Planta baja: cocina cerrada con isla para cocinar, living comedor con chimenea funcional y dos habitaciones para escritorio o áreas de juego para niños. Por fuera, un espacio cerrado con jacuzzi ideal para disfrutar el tiempo en familia, un área de lavandería y dos habitaciones para depósito, garaje para dos autos con puerta automática una fuente de piedra en el ingreso y en el subsuelo un tanque de agua para 1800 litros, Jardín con árboles frutales y un parrillero con horno de barro. En la segunda planta: tres dormitorios en suite (un master bedroom con walk in closet y balcon), área de distribución como salita de estar y un escritorio. En el altillo: una habitación amplia para sala de trabajo con salida a una terraza. El agua caliente en toda la casa proviene de un calefón que funciona con paneles solares. El precio incluye factura.",https://www.ultracasas.com/inmueble/casa-en-alquiler-achumani-casa-en-alquiler-la-barqueta-la-paz-1051989
Entre calle 11 y 12. Edificio Ametrino,"Calacoto, La Paz - Departamento en Alquiler","$us. 1,500",3.0,5.0,235.0,-16.54044,-68.088104,Disponible,"🌿 EN ALQUILER — Lujoso Departamento con Jardín Privado y Vista Panorámica en Calacoto (Piso 15) 📍 Ubicación privilegiada: Avenida Ballivián, entre calles 11 y 12 – plena avenida principal de Calacoto, a pocas cuadras del Teleférico Verde. 💵 Alquiler mensual: $1,500 (dólares americanos) 💠 Totalmente amoblado, equipado y listo para habitar 🤝 Trato directo ✨ Descripción General Descubre el equilibrio perfecto entre lujo, modernidad y confort en este hermoso e iluminado departamento, ubicado en el piso 15 de un edificio exclusivo sobre la Avenida Ballivián. Con una superficie de 235 m², ofrece amplios espacios, acabados de alta gama y una distribución abierta que aprovecha al máximo la luz natural. Cuenta con un hermoso jardín privado con riego automático y balcón paisajístico, un oasis en altura con vistas panorámicas impresionantes de la ciudad. 🏢 Características del Edificio Ventanas con termopaneles y aislación térmica Ventanas insonorizadas (aislación acústica total) Grupo generador eléctrico Cámaras de vigilancia y sistemas biométricos de acceso Gimnasio completamente equipado Sala de copropietarios Ascensores de alta capacidad (21 y 10 personas) Seguridad las 24 horas Garaje privado y parqueo para visitas 🏡 Distribución del Departamento (Piso 15) Amplio living–comedor con ventanales de piso a techo y vista panorámica Baño de visitas 3 dormitorios en suite, el principal con vestidor Moderna cocina equipada con: Extractor de grasa Horno empotrado Microondas Comedor de diario Lavandería equipada Baño de servicio Calefacción central Jardín privado con riego automático y balcón con paisajismo 1 parqueo privado 2 televisores Smart de gran tamaño, uno con pantalla curva 🛍️ Entorno y Conveniencia Ubicado en una de las zonas más exclusivas y seguras de La Paz, con todo a pocos pasos: Farmacia Supermercado Restaurantes y cafés Teleférico Verde Bancos y comercios 💰 Condiciones Mantenimiento mensual: Bs 850 aprox. (según consumo de agua) Un mes de garantía y un mes de adelanto Trato directo Este exclusivo departamento en piso 15, sobre la Avenida Ballivián entre calles 11 y 12, combina elegancia, ubicación, confort y seguridad. Ideal para quienes buscan un hogar moderno, sofisticado y con todas las comodidades premium en el corazón de Calacoto. Vive la experiencia del confort y la elegancia en este exclusivo departamento de lujo totalmente amoblado, ubicado en el 15° piso de un moderno edificio en el corazón de Calacoto, sobre la prestigiosa Avenida Ballivián. El departamento cuenta con: ✨ 3 amplios dormitorios en suite, cada uno con baño privado y finos acabados. 🌿 Terraza con diseño paisajístico, ideal para disfrutar de las mejores vistas de la ciudad y momentos de relax al aire libre. 🛋️ Totalmente amoblado con mobiliario de alta gama y decoración moderna. 🔇 Ventanas insonorizadas, que garantizan privacidad y tranquilidad en todo momento. 📺 Televisor curvo de última generación en la sala principal, perfecta para el entretenimiento. 🍽️ Cocina equipada con electrodomésticos premium y área de comedor elegante. 🚗 Parqueo y seguridad las 24 horas. Este espacio combina lujo, ubicación privilegiada y diseño contemporáneo, ideal para quienes buscan un estilo de vida exclusivo en una de las mejores zonas de La Paz.",https://www.ultracasas.com/inmueble/departamento-en-alquiler-calacoto-entre-calle-12-y-13-la-paz-1053528
HERMOSO Y AMPLIO DEPARTAMENTO EN ALQUILER – CALACOTO,"Calacoto, La Paz - Departamento en Alquiler","$us. 1,800",3.0,4.0,260.0,-16.541471,-68.087105,Disponible,"HERMOSO Y AMPLIO DEPARTAMENTO EN ALQUILER – CALACOTO Excelente ubicación en pleno corazón de Calacoto, a pocos pasos del transporte público, comercios y servicios. El departamento destaca por sus amplios ambientes, gran iluminación natural y una distribución funcional. Superficie: 260m² Se puede dar con o sin muebles. Cuenta con gas domiciliario. CARACTERÍSTICAS: • Elegante y espacioso living con chimenea • Comedor principal con buena iluminación • Moderna cocina con cajonería alta y baja, además de espacio para comedor de diario • Sala de estar con chimenea • 3 dormitorios, todos en suite • 4 baños en total • Área de lavandería • Dependencias de servicio INCLUYE: • 2 parqueos • 1 baulera",https://www.ultracasas.com/inmueble/departamento-en-alquiler-calacoto-hermoso-y-amplio-la-paz-1053532
ACHUMANI,"Achumani, La Paz - Casa en Alquiler","$us. 1,100",3.0,4.0,230.0,-16.523331,-68.065109,Disponible,Casa en Alquiler Achumani. (Pamirpampa) $us 1100 3 dormitorios 1 en suite 2 altillos. Baño compartido Sala de estar Living – Comedor Baño de visitas Cocina Solarium Jardín Parrillero Dependencias Lavandería Garaje para 2 autos,https://www.ultracasas.com/inmueble/casa-en-alquiler-achumani-achumani-la-paz-721067
"Valle de Lipari - Av. Buganvillas, calle 5, A1 - OFERTABLE","Río Abajo, La Paz - Casa en Venta","$us. 125,000",3.0,3.0,220.0,-16.602203,-68.065567,Disponible,"‎Ubicación: https://maps.google.com/?q=-16.602024,-68.065453 🏡 Cálida casa en el campo con comodidades de la ciudad, soleada, en plena esquina. 🌐 acceso a internet. 📍 Clima cálido a 25 minutos de la Zona Sur - Valle de Lipari Bajo. 📐Terreno de 375 mts bardeados, 210mts construidos. 3 Habitaciones : ✅Principal con vestidor y baño ✅Dos habitaciones con baño compartido y roperos empotrados ✅pequeño altillo en una de las habitaciones 🛁 3 baños  (1 exterior) Lavandería  y depósito. Toda la planta baja con puerta ventana para disfrutar del jardín, del aire puro y los sonidos de la naturaleza. 🚗Garaje para 3 vehículos con portón eléctrico Segundo piso en balcón hacia la sala: Amplia sala de estar/oficina/sala de juegos, con terraza. Cocina americana con mueblería inteligente alta y baja Espacio para Huerta posterior 🌲 Árboles frutales y ornamentales. La casa rodeada de jardín. Tanques de agua de reserva, distribución de agua caliente y fría en toda la casa. Tanque séptico de alta capacidad. 125.000 USD",https://www.ultracasas.com/inmueble/casa-en-venta-rio-abajo-valle-de-lipari-av-buganvillas-calle-la-paz-967227
"Achumani, Zona Central","Achumani, La Paz - Casa en Venta","$us. 695,000",7.0,6.0,791.0,-16.518805,-68.063904,Disponible,"Esta es tu casa de ensueños: en una esquina llena de luz y de sol,. Amplia, para toda la familia o, si lo deseas, también para tu oficina o tu consultorio. En  lugar céntrico, con calles libres y de poco tráfico. ☐ ☞ 2 plantas ☞ y además, altillo ☞ y subsuelo. ☐ ☞ Amplio tragaluz piramidal. ☐ ☞ Terraza y 2 balcones. ☐ ☞ Jardín en todo el derredor. ☐ ☞ 2 ingresos a garaje, c/u para 2 a 3 coches. A un paso: ☐ PumaKatari y transportes públicos a unos 120 m de distancia. ☐ Hipermaxi a unos 150 m. ☐ Cajeros y farmacias a unos 150 m. ☐ Complejo The Strongest a unos 400 m. ☐ Club Alemán a unos 900 m. ☐ Colegio Alemán a unos 1500 m. ✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫✫ ☐ Planta baja: living con chimenea ☞ amplio comedor ☞ cocina completa (cocina eléctrica y lavavajillas) ☐ Planta alta: 3 dormitorios (1 de ellos en suite, con Jacuzzi y ducha) ☞ 1 segundo baño separado (con Jacuzzi y ducha ☞ living con chimenea y terraza. ☐ Altillo: 2 dormitorios ☞ baño (con Jacuzzi y ducha) ☞ Living-comedor ☞ escritorio ☞ cocina completa. ☐ Semi-sótano con luz natural: 2 dormitorios en suite ☞ amplias salas ☞ despensa ☞ lavandería con lavadora y secadora. ☐ El precio de la casa incluye lámparas y muebles empotrados, cortinas y cocinas. ☐ Todo lo demás es negociable. ☐ Una barbacoa rodante será tu regalo a la hora en que te instales. ☐ Solicita una fecha para ver la casa. ☐ Llama al celular arriba indicado. ☐ O dirígete al correo electrónico: fritz.reumann@ib-reumann.com",https://www.ultracasas.com/inmueble/casa-en-venta-achumani-achumani-calle-30-la-paz-918216
"TERRENO EN VENTA, IRPAVI II","Irpavi, La Paz - Terreno en Venta","Bs. 2,650,000",,,2000.0,-16.502714,-68.080948,Disponible,"INVIERTE EN ESTE TERRENO DE 2.000 m2 en Irpavi II, totalmente plano, con todos los estudios de suelo y documentos al día Apto para construcción de condominio o urbanización de casas y departamentos Una zona de plusvalía y bastante crecimiento Precio:  Bs. 2.650.000",https://www.ultracasas.com/inmueble/terreno-en-venta-irpavi-terreno-en-venta-irpavi-ii-la-paz-1053417
𝐄𝐍 𝐕𝐄𝐍𝐓𝐀 𝐏𝐑𝐄𝐂𝐈𝐎𝐒𝐀 𝐂𝐀𝐒𝐀 𝐄𝐍 𝐊𝐎𝐀𝐍𝐈,"Koani, La Paz - Casa en Venta","$us. 190,000",3.0,3.0,240.0,-16.527349,-68.078781,Disponible,"Una casa encantadora con ambientes amplios, bien pensados y cuidadosamente planificados, ubicada a solo una cuadra de la avenida principal, donde encontrarás todos los servicios: transporte público, tiendas y mucho más. Toda la casa está recién pintada, con colores modernos de temporada, además de cortinas y rollers nuevos. Cuenta con los siguientes ambientes: Living-comedor amplio Una acogedora sala de estar Cocina espaciosa con mesones de granito, mueblería alta y baja, y artefactos empotrados (como la cocina mesonera). El patio trasero es una joya: completamente techado y diseñado para disfrutar de un precioso churrasquero. Este ambiente, recién remodelado, destaca por su calidez y encanto natural, con plantas de muchos años, una enredadera que cubre la pared y una hermosa buganvilla que llena de color el entorno. En la segunda planta: Dos dormitorios amplios y cómodos con escritorios empotrados, que comparten un baño completo con box de vidrio. En la tercera planta: Un dormitorio en suite con baño privado y acceso a un solárium, ideal para adaptarlo como cuarto adicional o escritorio. Además, cuenta con un balcón con linda vista. Garaje para un vehículo.",https://www.ultracasas.com/inmueble/casa-en-venta-koani-la-paz-1054168
Calle 2 # 233 Achumani,"Achumani, La Paz - Casa en Venta","$us. 510,000",5.0,4.0,383.0,-16.536989,-68.081161,Disponible,"HERMOSA CASA EN VENTA EN ACHUMANI BAJO INMEDIACIONES GREEN TOWER Inmejorable ubicación, de gran potencial comercial. A menos de 5 minutos (a pie) de los principales sitios de interés de la Zona Sur: •	Comercio •	Restaurantes •	Supermercados •	Centro médicos y Clínicas •	Bancos •	Hoteles •	Teleférico •	Transporte público Superficie terreno: 352 m2 Superficie construida: 383 m2 Diseño exclusivo Papeles al día Planta Baja Living, Comedor, Escritorio, Cocina, Comedor de diario, Despensa, Baño visitas Primer Piso Dormitorio principal en suite, dos Dormitorios con baño compartido, Sala de estar Segundo Piso Sala de estar, 1 Dormitorio en suite Sótano Sala múltiple, Dormitorio, Baño. Exteriores Garaje para 3 autos, Amplio jardín, Parrillero. Área de Servicio Dormitorio, Baño, Lavandería, Depósito, Patio pequeño.",https://www.ultracasas.com/inmueble/casa-en-venta-achumani-calle-2-233-achumani-la-paz-1054147
CALACOTO CALLE 21,"Calacoto, La Paz - Departamento en Alquiler",$us. 850,2.0,2.0,106.0,-16.537645,-68.078308,Disponible,"DESCUBRE UN REFUGIO DE HOGAR Y TRANQUILIDAD EN ESTE DEPARTAMENTO MODERNO Y DE LUJO EN CALACOTO: El departamento está ubicado en la mejor zona de Calacoto, es nuevo y moderno con sistema de seguridad las 24 horas del día para una estadía tranquila. El Edificio está siempre impecable podrás usar sus amplias terrazas en áreas comunes y tiene espectaculares vistas de la ciudad. Cada detalle fue pensado para que puedas disfrutar de muebles, equipamiento y artículos de lujo en perfecto estado, cuenta con calefacción centralizada y programable en todos los ambientes para que puedas disfrutar de un espacio cálido todo el tiempo SUPERFICIE DE DEPARTAMENTO: 106 mts2 SUPERFICIE PARQUEO 12,5m2 Con dos ramplas una ingreso y otra de salida automatizada Características: *Ingreso con acceso controlado con tarjeta y huella digital *2 Dormitorios bien iluminado con amplio closet empotrado *2 Baños (Con calefacción y calentador de toallas), baño principal cuenta con ducha electroplating retro faucet de marca alemana Inteligente con temperatura constante *Espacio de escritorio de trabajo con Internet de alta velocidad (60 Mbps) y silla de escritorio ergonómico *Amplio Living comedor con ventanales de piso a techo *Cocina cerrada con mesones de cuarzo equipada con cocina, extractor y calefón incluido, mueble alta y baja con sistema antigolpes y espacio para comedor de diario con mesa *Área de lavandería con máquinas de lavado y secado *Sistema de calefacción en todos los ambientes centralizado y programable *Parqueo techado (opcional) *3 ascensores amplios (1 de Carga para mudanza) *Piso Alto No 5 *En áreas comunes cuenta con Terrazas y 3 amplios parrilleros los cuales tienen espacios con hermosa vista de la ciudad ALQUILER EN DÓLARES USD 850.-",https://www.ultracasas.com/inmueble/departamento-en-alquiler-calacoto-calacoto-calle-21-la-paz-1032359
